_url,name,birth_year,weight,height,nationality
ward-janssens,Ward  Janssens,1946.0,,,Belgium
martin-derganc,Martin  Derganc,1977.0,,,Slovenia
jure-golcer,Jure  Golčer,1977.0,66.5,180.0,Slovenia
jose-luis-rebollo,José Luis  Rebollo,1972.0,61.0,172.0,Spain
hakan-larsson,Hakan  Larsson,1958.0,,,Sweden
rohan-dennis,Rohan  Dennis,1990.0,72.0,182.0,Australia
ludwig-wijnants,Ludwig  Wynants,1956.0,,,Belgium
hubert-schwab,Hubert  Schwab,1982.0,65.0,180.0,Switzerland
robert-radosz,Robert  Radosz,1975.0,,,Poland
mark-scanlon,Mark  Scanlon,1980.0,79.0,177.0,Ireland
bruno-leali,Bruno  Leali,1958.0,,,Italy
filippo-zaccanti,Filippo  Zaccanti,1995.0,,,Italy
guido-trentin,Guido  Trentin,1975.0,65.0,180.0,Italy
elia-favilli,Elia  Favilli,1989.0,61.0,172.0,Italy
leonardo-moser,Leonardo  Moser,1984.0,,,Italy
antonio-martin,Antonio  Martín,1970.0,,,Spain
antonio-quadranti,Antonio  Quadranti,1980.0,,,Italy
yoeri-beyens,Yoeri  Beyens,1978.0,,,Belgium
juan-pujol,Juan  Pujol,1952.0,,,Spain
stefano-oldani,Stefano  Oldani,1998.0,65.0,178.0,Italy
luka-mezgec,Luka  Mezgec,1988.0,72.0,183.0,Slovenia
sebastien-grignard,Sébastien  Grignard,1999.0,68.0,179.0,Belgium
angel-arroyo,Angel  Arroyo,1956.0,,,Spain
yannick-martinez,Yannick  Martinez,1988.0,69.0,176.0,France
greg-van-avermaet,Greg Van Avermaet,1985.0,74.0,181.0,Belgium
martin-gilbert,Martin  Gilbert,1982.0,73.0,177.0,Canada
roberto-cordoba,Roberto  Córdoba,1962.0,,,Spain
rob-kleinsman,Rob  Kleinsman,1962.0,,,Netherlands
kenneth-weltz,Kenneth  Weltz,1965.0,,,Denmark
michel-dernies,Michel  Dernies,1961.0,75.0,180.0,Belgium
jose-antonio-casajus,José Antonio  Casajus,1965.0,,,Spain
matthias-krizek,Matthias  Krizek,1988.0,74.0,186.0,Austria
gonzalo-garrido,Gonzalo  Garrido,1973.0,68.0,174.0,Chile
frank-pirard,Frank  Pirard,1964.0,,,Netherlands
morten-sonne,Morten  Sonne,1970.0,,,Denmark
paulo-jorge-de-moura-ferreira,Paulo Jorge de Moura  Ferreira,1970.0,,,Portugal
laurent-davion,Laurent  Davion,1972.0,,,France
fabio-marchesin,Fabio  Marchesin,1977.0,,,Italy
guido-van-calster,Guido Van Calster,1956.0,,,Belgium
nicola-minali,Nicola  Minali,1969.0,,,Italy
szymon-sajnok,Szymon  Sajnok,1997.0,75.0,183.0,Poland
yves-godimus,Yves  Godimus,1960.0,,,Belgium
leonardo-bertagnolli,Leonardo  Bertagnolli,1978.0,63.0,174.0,Italy
jean-lou-paiani,Jean-Lou  Paiani,1988.0,77.0,191.0,France
julian-kern,Julian  Kern,1989.0,65.0,181.0,Germany
brian-walton,Brian  Walton,1965.0,68.0,177.0,Canada
kristian-aasvold,Kristian  Aasvold,1995.0,61.0,173.0,Norway
marc-revoul,Marc  Revoul,1957.0,,,France
peter-kisner,Peter  Kisner,1944.0,,,Netherlands
darwin-atapuma,Darwin  Atapuma,1988.0,59.0,168.0,Colombia
hendrik-marien,Hendrik  Mariën,1946.0,,,Belgium
othmar-hafliger,Othmar  Hafliger,1963.0,,,Switzerland
hugo-toumire,Hugo  Toumire,2001.0,69.0,180.0,France
jacques-guiot,Jacques  Guiot,1945.0,,,France
giancarlo-raimondi,Giancarlo  Raimondi,1972.0,,,Italy
nicolas-hartmann,Nicolas  Hartmann,1985.0,,,France
manuel-esparza,Manuel  Esparza,1951.0,,,Spain
thomas-degand,Thomas  Degand,1986.0,63.0,176.0,Belgium
roberto-caruso,Roberto  Caruso,1967.0,,,Italy
jakub-mareczko,Jakub  Mareczko,1994.0,67.0,169.0,Italy
maikel-zijlaard,Maikel  Zijlaard,1999.0,73.0,189.0,Netherlands
peter-ronsse,Peter  Ronsse,1980.0,,,Belgium
kevin-reza,Kévin  Reza,1988.0,71.0,186.0,France
jerome-bernard,Jérôme  Bernard,1971.0,,,France
guillaume-bonnafond,Guillaume  Bonnafond,1987.0,68.0,184.0,France
sylvain-bolay,Sylvain  Bolay,1963.0,68.0,180.0,France
trent-lowe,Trent  Lowe,1984.0,64.0,172.0,Australia
alex-colman,Alex  Colman,1998.0,73.0,185.0,Belgium
nikolay-mihaylov,Nikolay  Mihaylov,1988.0,70.0,183.0,Bulgaria
marco-vitali,Marco  Vitali,1960.0,,,Italy
jaroslav-poslusny,Jaroslav  Poslusny,1948.0,,,Czech Republic
marcus-burghardt,Marcus  Burghardt,1983.0,75.0,189.0,Germany
eddy-schepers,Eddy  Schepers,1955.0,60.0,165.0,Belgium
santiago-blanco,Santiago  Blanco,1974.0,66.0,178.0,Spain
teun-van-vliet,Teun van Vliet,1962.0,,,Netherlands
michael-skelde,Michael  Skelde,1973.0,,,Denmark
mathieu-drujon,Mathieu  Drujon,1983.0,75.0,185.0,France
inaki-gaston,Iñaki  Gastón,1963.0,,,Spain
gustaaf-van-roosbroeck,Gustaaf Van Roosbroeck,1948.0,,,Belgium
alberto-ongarato,Alberto  Ongarato,1975.0,69.0,183.0,Italy
gael-malacarne,Gael  Malacarne,1986.0,73.0,185.0,France
franco-conti,Franco  Conti,1951.0,,,Italy
jacopo-mosca,Jacopo  Mosca,1993.0,65.0,173.0,Italy
lars-michaelsen,Lars  Michaelsen,1969.0,79.0,185.0,Denmark
pavel-padrnos,Pavel  Padrnos,1970.0,81.0,190.0,Czech Republic
jurgen-kraft,Jürgen  Kraft,1951.0,,,Germany
ettore-bazzichi,Ettore  Bazzichi,1958.0,,,Italy
willem-wijnant,Willem  Wijnant,1961.0,,,Belgium
alexandre-grux,Alexandre  Grux,1976.0,,,France
tomas-buchacek,Tomáš  Bucháček,1978.0,,,Czech Republic
luis-zubero,Luis  Zubero,1948.0,,,Spain
roman-jaskula,Roman  Jaskula,1960.0,,,Poland
frans-mintjens,Frans  Mintjens,1946.0,,,Belgium
brandon-smith-rivera-vargas,Brandon Smith  Rivera,1996.0,60.0,170.0,Colombia
kristian-house,Kristian  House,1979.0,,,Great Britain
carlos-pinho,Carlos Manuel  Pinho,1970.0,,,Portugal
alberto-hierro,Alberto  Hierro,1978.0,,,Spain
grega-bole,Grega  Bole,1985.0,69.0,177.0,Slovenia
paolo-toffalori,Paolo  Toffalori,1973.0,,,Italy
arunas-cepele,Arūnas  Čepelė,1968.0,,,Lithuania
gorka-beloki,Gorka  Beloki,1978.0,66.0,181.0,Spain
kamil-malecki,Kamil  Małecki,1996.0,69.0,174.0,Poland
joachim-schlaphoff,Joachim  Schlaphoff,1959.0,,,Germany
giuseppe-martinelli,Giuseppe  Martinelli,1955.0,74.0,174.0,Italy
mikel-bizkarra,Mikel  Bizkarra,1989.0,53.0,165.0,Spain
giacinto-santambrogio,Giacinto  Santambrogio,1945.0,,,Italy
coen-vermeltfoort,Coen  Vermeltfoort,1988.0,85.0,190.0,Netherlands
marc-hirschi,Marc  Hirschi,1998.0,61.0,174.0,Switzerland
gonzalo-aja,Gonzalo  Aja,1946.0,66.0,170.0,Spain
johan-capiot,Johan  Capiot,1964.0,,,Belgium
janek-tombak,Janek  Tombak,1976.0,71.0,172.0,Estonia
jon-agirre,Jon  Agirre,1997.0,55.0,173.0,Spain
yvon-madiot,Yvon  Madiot,1962.0,,,France
takashi-miyazawa,Takashi  Miyazawa,1978.0,61.0,164.0,Japan
fabien-doubey,Fabien  Doubey,1993.0,62.0,174.0,France
david-arroyo,David  Arroyo,1980.0,63.0,174.0,Spain
paolo-savoldelli,Paolo  Savoldelli,1973.0,72.0,180.0,Italy
aldo-zanetti,Aldo  Zanetti,1975.0,,,Italy
klaus-de-muynck,Klaus De Muynck,1967.0,,,Belgium
unai-iribar-jauregi,Unai  Iribar,1999.0,64.0,183.0,Spain
dylan-page,Dylan  Page,1993.0,64.0,175.0,Switzerland
alfredo-balloni,Alfredo  Balloni,1989.0,72.0,186.0,Italy
bert-van-ende,Bert Van Ende,1959.0,,,Belgium
eros-capecchi,Eros  Capecchi,1986.0,65.0,183.0,Italy
igor-arrieta-lizarraga,Igor  Arrieta,2002.0,64.0,183.0,Spain
steven-kruijswijk,Steven  Kruijswijk,1987.0,63.0,178.0,Netherlands
marton-dina,Márton  Dina,1996.0,67.0,186.0,Hungary
ignacio-garcia,Ignacio  García,1968.0,,,Spain
wim-de-waal,Wim De Waal,1951.0,,,Netherlands
pascal-robert,Pascal  Robert,1963.0,,,France
corentin-ermenault,Corentin  Ermenault,1996.0,75.0,189.0,France
carlos-ferreira,Carlos  Ferreira,1961.0,,,Portugal
les-west,Les  West,1943.0,70.0,178.0,Great Britain
peter-glemser,Peter  Glemser,1940.0,82.0,188.0,Germany
luis-leon-sanchez,Luis León  Sánchez,1983.0,73.0,186.0,Spain
leonardo-mazzantini,Leonardo  Mazzantini,1953.0,,,Italy
bert-de-backer,Bert De Backer,1984.0,73.0,183.0,Belgium
enzo-wouters,Enzo  Wouters,1996.0,75.0,183.0,Belgium
francois-parisien,François  Parisien,1982.0,64.0,171.0,Canada
luciano-andre-pagliarini-mendonca,Luciano André  Pagliarini,1978.0,68.0,174.0,Brazil
alberto-david-fernandez,Alberto David  Fernández,1975.0,,,Spain
manuel-senni,Manuel  Senni,1992.0,60.0,181.0,Italy
kirk-carlsen,Kirk  Carlsen,1987.0,68.0,183.0,United States
josef-christen,Josef  Christen,1970.0,,,Switzerland
nicola-chesini,Nicola  Chesini,1974.0,,,Italy
giovanni-renosto,Giovanni  Renosto,1960.0,,,Italy
juan-carlos-alonso,Juan Carlos  Alonso,1958.0,,,Spain
andreas-matzbacher,Andreas  Matzbacher,1982.0,,,Austria
javier-francisco-elorriaga,Javier Francisco  Elorriaga,1947.0,85.0,179.0,Spain
umberto-poli,Umberto  Poli,1996.0,,167.0,Italy
alejandro-marque,Alejandro Manuel  Marque,1981.0,68.0,182.0,Spain
gregolry-panizo,Gregolry  Panizo,1985.0,72.0,183.0,Brazil
giovanni-carboni,Giovanni  Carboni,1995.0,61.0,180.0,Italy
flavio-vanzella,Flavio  Vanzella,1964.0,78.0,184.0,Italy
geoffrey-soupe,Geoffrey  Soupe,1988.0,70.0,177.0,France
davide-ballerini,Davide  Ballerini,1994.0,77.0,183.0,Italy
juan-carlos-garcia,Juan Carlos  Garcia,1968.0,,,Spain
otto-vergaerde,Otto  Vergaerde,1994.0,74.0,181.0,Belgium
jorge-manuel-dos-santos-silva,Jorge Manuel  Silva,1966.0,,,Portugal
sebastien-minard,Sébastien  Minard,1982.0,65.0,177.0,France
dick-dekker,Dick  Dekker,1965.0,,,Netherlands
roger-ilegems,Roger  Ilegems,1962.0,74.0,174.0,Belgium
michele-zamboni,Michele  Zamboni,1970.0,,,Italy
tristan-valentin,Tristan  Valentin,1982.0,69.0,181.0,France
francisco-jose-antequera,Francisco José  Antequera,1964.0,,,Spain
tiaan-kannemeyer,Tiaan  Kannemeyer,1978.0,67.0,182.0,South Africa
christophe-rinero,Christophe  Rinero,1973.0,65.0,172.0,France
aksel-nommela,Aksel  Nõmmela,1994.0,69.0,176.0,Estonia
david-lelay,David  Lelay,1979.0,67.0,176.0,France
ralf-hofeditz,Ralf  Hofeditz,1962.0,,,Germany
derek-hunt,Derek  Hunt,1958.0,,,Great Britain
brandon-mcnulty,Brandon  McNulty,1998.0,69.0,183.0,United States
eddy-mazzoleni,Eddy  Mazzoleni,1973.0,67.0,181.0,Italy
gennady-mikhaylov,Gennady  Mikhaylov,1974.0,74.0,188.0,Russia
kenny-van-braeckel2,Kenny Van Braeckel,1983.0,,,Belgium
nicola-castaldo,Nicola  Castaldo,1967.0,,,Italy
alessandro-maserati,Alessandro  Maserati,1979.0,,,Italy
martin-velits,Martin  Velits,1985.0,70.0,185.0,Slovakia
manuel-scopsi,Manuel  Scopsi,1973.0,,,Italy
ronny-vlassaks,Ronny  Vlassaks,1964.0,,,Belgium
luciano-loro,Luciano  Loro,1954.0,,,Italy
leigh-howard,Leigh  Howard,1989.0,72.0,179.0,Australia
luis-perez-garcia,Luis  Pérez,1966.0,,,Spain
helmut-wechselberger,Helmut  Wechselberger,1953.0,71.0,180.0,Austria
benny-heylen,Benny  Heylen,1962.0,,,Belgium
boy-van-poppel,Boy van Poppel,1988.0,78.0,186.0,Netherlands
danny-baeyens,Danny  Baeyens,1974.0,,,Belgium
fernand-hermie,Fernand  Hermie,1945.0,,,Belgium
luke-lamperti,Luke  Lamperti,2002.0,74.0,180.0,United States
albert-timmer,Albert  Timmer,1985.0,77.0,186.0,Netherlands
danny-de-bie,Danny De Bie,1960.0,,,Belgium
alessandro-pozzi2,Alessandro  Pozzi,1969.0,,,Italy
freddy-bichot,Freddy  Bichot,1979.0,67.0,179.0,France
jacques-botherel,Jacques  Botherel,1946.0,,,France
blel-kadri,Blel  Kadri,1986.0,66.0,176.0,France
pino-cerami-2,Pino  Cerami,1963.0,,,Belgium
davide-formolo,Davide  Formolo,1992.0,62.0,182.0,Italy
prudencio-indurain,Prudencio  Indurain,1968.0,,,Spain
theo-van-der-loo,Theo Van Der Loo,1949.0,,,Netherlands
bruno-ricardo-fernandes-neves,Bruno Ricardo Fernandes  Neves,1981.0,,,Portugal
jan-van-wijk,Jan van Wijk,1962.0,,,Netherlands
josef-holzmann,Josef  Holzmann,1964.0,,,Germany
ruben-perez-moreno,Rubén  Pérez,1981.0,65.0,173.0,Spain
pablo-soler,Pablo  Soler,1975.0,,,Spain
stefano-finesso,Stefano  Finesso,1971.0,,,Italy
johan-wellens2,Johan  Wellens,1956.0,,,Belgium
paulino-martinez,Paulino  Martinez,1952.0,80.0,176.0,Spain
abraham-olano-manzano,Abraham  Olano,1970.0,70.0,181.0,Spain
timothy-gudsell,Timothy  Gudsell,1984.0,77.0,187.0,New Zealand
gonzalo-serrano,Gonzalo  Serrano,1994.0,65.0,177.0,Spain
christobal-perez,Cristóbal  Pérez,1952.0,,,Colombia
sven-nys,Sven  Nys,1976.0,73.0,181.0,Belgium
stef-van-zummeren,Stef Van Zummeren,1991.0,73.0,188.0,Belgium
laurent-beuret,Laurent  Beuret,1986.0,,,Switzerland
wesley-kreder,Wesley  Kreder,1990.0,71.0,183.0,Netherlands
francisco-martin-826,Francisco  Martin,1955.0,,,Spain
ryan-mullen,Ryan  Mullen,1994.0,77.0,189.0,Ireland
joseph-schoeters,Joseph  Schoeters,1947.0,,,Belgium
donavan-grondin,Donavan  Grondin,2000.0,77.0,184.0,France
willy-govaerts,Willy  Govaerts,1951.0,,,Belgium
ben-healy,Ben  Healy,2000.0,65.0,175.0,Ireland
ludo-van-staeyen,Ludo Van Staeyen,1948.0,,,Belgium
moreno-argentin,Moreno  Argentin,1960.0,66.0,175.0,Italy
romain-matheou,Romain  Matheou,1988.0,73.0,181.0,France
stephane-heulot,Stephane  Heulot,1971.0,69.0,181.0,France
vicente-barbera,Vicente  Barbera,1963.0,,,Spain
michele-maccanti,Michele  Maccanti,1979.0,,,Italy
daniel-oss,Daniel  Oss,1987.0,75.0,191.0,Italy
wayne-bennington,Wayne  Bennington,1964.0,,,Great Britain
eric-schoefs,Eric  Schoefs,1967.0,,,Belgium
matteo-busato,Matteo  Busato,1987.0,67.0,179.0,Italy
michel-koch,Michel  Koch,1991.0,69.0,181.0,Germany
peter-sagan,Peter  Sagan,1990.0,78.0,182.0,Slovakia
john-trevorrow,John  Trevorrow,1949.0,67.0,170.0,Australia
nicolas-roche,Nicolas  Roche,1984.0,70.0,178.0,Ireland
mick-van-dijke,Mick van Dijke,2000.0,74.0,190.0,Netherlands
yoann-le-boulanger,Yoann le Boulanger,1975.0,70.0,185.0,France
gavin-mannion,Gavin  Mannion,1991.0,58.0,175.0,United States
sven-vanthourenhout,Sven  Vanthourenhout,1981.0,65.0,182.0,Belgium
lino-farisato,Lino  Farisato,1945.0,,,Italy
inigo-landaluze-intxaurraga,Iñigo  Landaluze,1977.0,65.0,178.0,Spain
ludo-van-der-linden,Ludo Van Der Linden,1951.0,,,Belgium
peter-van-petegem,Peter Van Petegem,1970.0,70.0,176.0,Belgium
assan-bazayev,Assan  Bazayev,1981.0,62.0,177.0,Kazakhstan
adrian-kurek,Adrian  Kurek,1988.0,80.0,194.0,Poland
pedro-torres,Pedro  Torres,1949.0,,,Spain
clement-koretzky,Clément  Koretzky,1990.0,66.0,174.0,France
brenton-jones,Brenton  Jones,1991.0,81.0,182.0,Australia
ibon-ruiz,Ibon  Ruiz,1999.0,65.0,178.0,Spain
jordi-lopez-caravaca,Jordi  López,1998.0,59.0,170.0,Spain
carlo-tonon,Carlo  Tonon,1955.0,,,Italy
alain-dallenbach,Alain  Dallenbach,1956.0,,,Switzerland
toni-tauler,Toni  Tauler,1974.0,74.0,185.0,Spain
brent-van-moer,Brent Van Moer,1998.0,79.0,191.0,Belgium
silvere-ackermann,Silvère  Ackermann,1984.0,62.0,182.0,Switzerland
dario-cataldo,Dario  Cataldo,1985.0,64.0,175.0,Italy
johan-de-geyter,Johan De Geyter,1972.0,,,Belgium
marco-canola,Marco  Canola,1988.0,66.0,180.0,Italy
francis-de-greef,Francis De Greef,1985.0,77.0,193.0,Belgium
patrick-van-passel,Patrick Van Passel,1964.0,,,Netherlands
peter-van-den-abeele,Peter Van den Abeele,1966.0,71.0,178.0,Belgium
robin-froidevaux,Robin  Froidevaux,1998.0,71.0,183.0,Switzerland
massimo-podenzana,Massimo  Podenzana,1961.0,,,Italy
stefano-panetta,Stefano  Panetta,1975.0,,,Italy
sean-flynn,Sean  Flynn,2000.0,67.0,177.0,Great Britain
michael-boogerd,Michael  Boogerd,1972.0,62.0,178.0,Netherlands
francesco-secchiari,Francesco  Secchiari,1972.0,,,Italy
pablo-emilio-wilches,Pablo Emilio  Wilches,1955.0,,,Colombia
peter-schroen,Peter  Schroen,1960.0,,,Netherlands
pavel-tonkov,Pavel  Tonkov,1969.0,70.0,176.0,Russia
bernard-draux,Bernard  Draux,1951.0,,,Belgium
michel-ries,Michel  Ries,1998.0,67.0,184.0,Luxembourg
claude-moreau,Claude  Moreau,1958.0,,,France
ueli-sutter,Ueli  Sutter,1947.0,70.0,181.0,Switzerland
dario-lillo,Dario  Lillo,2002.0,,185.0,Switzerland
miguel-heidemann,Miguel  Heidemann,1998.0,,186.0,Germany
caleb-ewan,Caleb  Ewan,1994.0,69.0,167.0,Australia
torstein-traeen,Torstein  Træen,1995.0,,181.0,Norway
roland-smet,Roland  Smet,1952.0,,,France
elmar-reinders,Elmar  Reinders,1992.0,78.1,190.0,Netherlands
maurizio-rossi,Maurizio  Rossi,1962.0,,,Italy
jostein-wilmann,Jostein  Wilmann,1953.0,,,Norway
dominik-nerz,Dominik  Nerz,1989.0,67.0,180.0,Germany
giuseppe-lanzoni,Giuseppe  Lanzoni,1959.0,,,Italy
oscar-dierickx,Oscar  Dierickx,1956.0,,,Belgium
bernard-van-de-kerckhove,Bernard Van De Kerckhove,1941.0,,,Belgium
filippo-pozzato,Filippo  Pozzato,1981.0,73.0,183.0,Italy
andrei-zintchenko,Andrei  Zintchenko,1972.0,,,Russia
denis-bertolini,Denis  Bertolini,1977.0,,,Italy
pete-sanders,Pete  Sanders,1961.0,,,Great Britain
joao-benta,João  Benta,1986.0,60.0,179.0,Portugal
davide-cimolai,Davide  Cimolai,1989.0,70.0,181.0,Italy
phil-bauhaus,Phil  Bauhaus,1994.0,71.0,184.0,Germany
jonathan-klever-caicedo,Jonathan Klever  Caicedo,1993.0,62.0,164.0,Ecuador
jon-urien,Jon  Urien,1959.0,,,Spain
leonardo-calzavara,Leonardo  Calzavara,1974.0,,,Italy
jean-luc-delpech,Jean-Luc  Delpech,1979.0,72.0,178.0,France
bob-roll,Bob  Roll,1960.0,,,United States
paolo-bossoni,Paolo  Bossoni,1976.0,62.0,173.0,Italy
simone-leporatti,Simone  Leporatti,1972.0,,,Italy
simon-gerrans,Simon  Gerrans,1980.0,62.0,169.0,Australia
luca-mozzato,Luca  Mozzato,1998.0,67.0,178.0,Italy
sauro-varocchi,Sauro  Varocchi,1961.0,,,Italy
giancarlo-ginestri,Giancarlo  Ginestri,1978.0,,,Italy
cyrille-thiery,Cyrille  Thièry,1990.0,67.0,179.0,Switzerland
johnny-dauwe,Johnny  Dauwe,1966.0,,,Belgium
roger-beuchat,Roger  Beuchat,1972.0,62.0,170.0,Switzerland
marek-salermo,Marek  Salermo,1978.0,,,Finland
anthony-ravard,Anthony  Ravard,1983.0,62.0,169.0,France
michael-valgren-andersen,Michael  Valgren,1992.0,71.0,179.0,Denmark
bernardo-gonzalez-milano,Bernardo  González,1969.0,,,Spain
koen-barbe,Koen  Barbé,1981.0,75.0,182.0,Belgium
alessandro-calzolari,Alessandro  Calzolari,1971.0,,,Italy
etienne-buysse,Etienne  Buysse,1944.0,,,Belgium
adrie-kools,Adrie  Kools,1964.0,,,Netherlands
simone-ravanelli,Simone  Ravanelli,1995.0,66.0,178.0,Italy
marcio-may,Márcio  May,1972.0,72.0,179.0,Brazil
alex-stieda,Alex  Stieda,1961.0,,,Canada
patrick-toelen,Patrick  Toelen,1962.0,,,Belgium
nikias-arndt,Nikias  Arndt,1991.0,77.5,187.0,Germany
giulio-ciccone,Giulio  Ciccone,1994.0,58.0,176.0,Italy
rene-martens,René  Martens,1955.0,,,Belgium
ludo-de-keulenaer,Ludo De Keulenaer,1960.0,,,Belgium
thibaut-pinot,Thibaut  Pinot,1990.0,63.0,180.0,France
massimo-iannetti,Massimo  Iannetti,1982.0,,,Italy
mauro-santambrogio,Mauro  Santambrogio,1984.0,63.0,173.0,Italy
michael-storer,Michael  Storer,1997.0,63.0,174.0,Australia
jose-miguel-elias-galindo,José Miguel  Elías,1977.0,,,Spain
damien-nazon,Damien  Nazon,1974.0,68.0,178.0,France
gerhard-zadrobilek,Gerhard  Zadrobilek,1961.0,,,Austria
ricardo-martinez2,Ricardo  Martinez,1964.0,,,Spain
walter-fernando-pedraza-morales,Wálter Fernando  Pedraza,1981.0,58.0,167.0,Colombia
josu-etxeberria-azpilikueta,Josu  Etxeberria,2000.0,65.0,178.0,Spain
eric-mckenzie,Eric  Mckenzie,1958.0,,,New Zealand
roque-de-la-cruz,Roque de la Cruz,1964.0,,,Spain
alex-dowsett,Alex  Dowsett,1988.0,75.0,182.0,Great Britain
ricardo-otxoa,Ricardo  Otxoa,1974.0,,,Spain
rene-mandri,René  Mandri,1984.0,66.0,184.0,Estonia
tom-flammang,Tom  Flammang,1978.0,80.0,190.0,Luxembourg
herman-van-springel,Herman Van Springel,1943.0,,,Belgium
wim-de-ruiter,Wim De Ruiter,1951.0,,,Netherlands
eduardo-chozas,Eduardo  Chozas,1960.0,,,Spain
beat-breu,Beat  Breu,1957.0,,,Switzerland
noel-segers,Noël  Segers,1959.0,,,Belgium
jean-pierre-bourgeot,Jean-Pierre  Bourgeot,1968.0,,,France
alexandre-geniez,Alexandre  Geniez,1988.0,68.0,184.0,France
andrea-tonti,Andrea  Tonti,1976.0,,,Italy
colin-lewis,Colin  Lewis,1942.0,70.0,180.0,Great Britain
alexey-vermeulen,Alexey  Vermeulen,1994.0,66.0,178.0,United States
cheng-ji,Cheng  Ji,1987.0,67.0,178.0,China
philippe-tesniere,Philippe  Tesniere,1955.0,,,France
jacques-esclassan,Jacques  Esclassan,1948.0,,,France
juan-jose-oroz,Juan José  Oroz,1980.0,71.0,187.0,Spain
kees-bal,Kees  Bal,1951.0,,,Netherlands
georg-zimmermann,Georg  Zimmermann,1997.0,70.0,181.0,Germany
oscar-laguna,Oscar  Laguna,1978.0,61.0,169.0,Spain
dany-schoonbaert,Dany  Schoonbaert,1960.0,,,Belgium
daniel-sesma,Daniel  Sesma,1984.0,70.0,172.0,Spain
kim-eriksen,Kim  Eriksen,1964.0,,,Denmark
davide-gabburo,Davide  Gabburo,1993.0,63.0,172.0,Italy
pablo-castrillo-zapater,Pablo  Castrillo,2001.0,74.0,183.0,Spain
alvaro-cuadros,Álvaro  Cuadros,1995.0,67.0,179.0,Spain
laurence-roche,Laurence  Roche,1967.0,,,Ireland
kari-myyrylainen,Kari  Myyryläinen,1963.0,,,Finland
filippo-simonetti,Filippo  Simonetti,,,,Italy
jurgen-van-de-walle,Jurgen Van De Walle,1977.0,74.0,189.0,Belgium
eugert-zhupa,Eugert  Zhupa,1990.0,78.0,183.0,Albania
david-veilleux,David  Veilleux,1987.0,75.0,180.0,Canada
jose-luis-martinez,José Luis  Martínez,1979.0,,,Spain
dainius-kairelis,Dainius  Kairelis,1979.0,63.0,177.0,Lithuania
vitaliy-kondrut,Vitaliy  Kondrut,1984.0,79.0,180.0,Ukraine
omar-pumar,Omar  Pumar,1970.0,60.0,175.0,Venezuela
daan-luyckx,Daan  Luyckx,1966.0,,,Netherlands
filippo-baroncini,Filippo  Baroncini,2000.0,74.0,188.0,Italy
vadim-pronskiy,Vadim  Pronskiy,1998.0,58.0,173.0,Kazakhstan
koos-moerenhout,Koos  Moerenhout,1973.0,74.0,184.0,Netherlands
sebastian-berwick,Sebastian  Berwick,1999.0,59.0,175.0,Australia
geoffroy-lequatre,Geoffroy  Lequatre,1981.0,64.0,183.0,France
andrea-pagoto,Andrea  Pagoto,1985.0,,,Italy
dieter-cappelle,Dieter  Cappelle,1983.0,76.0,191.0,Belgium
grischa-niermann,Grischa  Niermann,1975.0,64.0,178.0,Germany
danail-andonov-petrov,Danail Andonov  Petrov,1978.0,63.0,170.0,Bulgaria
jan-van-velzen,Jan van Velzen,1975.0,,,Netherlands
scott-mercier,Scott  Mercier,1968.0,,,United States
dmitriy-muravyev,Dmitriy  Muravyev,1979.0,75.0,189.0,Kazakhstan
hans-neumayer,Hans  Neumayer,1956.0,,,Germany
steve-zampieri,Steve  Zampieri,1977.0,62.0,170.0,Switzerland
tiago-machado,Tiago  Machado,1985.0,63.0,178.0,Portugal
michele-poser,Michele  Poser,1969.0,,,Italy
willy-donie,Willy  Donie,1945.0,,,Belgium
renaud-dion,Renaud  Dion,1978.0,65.0,178.0,France
lennard-kamna,Lennard  Kämna,1996.0,65.0,181.0,Germany
hector-carretero,Héctor  Carretero,1995.0,67.0,183.0,Spain
heiner-rodrigo-parra,Heiner Rodrigo  Parra,1991.0,51.0,160.0,Colombia
marco-fertonani,Marco  Fertonani,1976.0,,,Italy
giancarlo-polidori,Giancarlo  Polidori,1943.0,,,Italy
rudy-vingerhoets,Rudy  Vingerhoets,1965.0,,,Belgium
giovanni-fidanza,Giovanni  Fidanza,1965.0,,,Italy
william-clarke,Will  Clarke,1985.0,81.0,192.0,Australia
philippe-delaurier,Philippe  Delaurier,1960.0,,,France
agustin-tamames,Agustín  Tamames,1944.0,66.0,173.0,Spain
laurent-estadieu,Laurent  Estadieu,1975.0,67.0,172.0,France
jef-peeters,Jef  Peeters,1978.0,,,Belgium
claude-vincendeau,Claude  Vincendeau,1954.0,,,France
igor-pugaci,Igor  Pugaci,1975.0,67.0,178.0,Moldova
johnny-soenens,Johnny  Soenens,1951.0,,,Belgium
thymen-arensman,Thymen  Arensman,1999.0,68.0,192.0,Netherlands
jai-hindley,Jai  Hindley,1996.0,60.0,175.0,Australia
jonathan-hivert,Jonathan  Hivert,1985.0,62.0,170.0,France
pol-mahieu,Pol  Mahieu,1944.0,,,Belgium
aleksey-lutsenko,Alexey  Lutsenko,1992.0,74.0,174.0,Kazakhstan
ludovic-capelle,Ludovic  Capelle,1976.0,75.0,181.0,Belgium
andrei-kivilev,Andrei  Kivilev,1973.0,64.0,176.0,Kazakhstan
frederic-vifian,Frederic  Vifian,1974.0,,,Switzerland
alexander-porsev,Alexander  Porsev,1986.0,80.0,185.0,Russia
